split,group_name,group_bucket,num_episodes,preferred_mean_final_value,hold_to_terminal_mean_final_value,sell_immediately_mean_final_value,sell_half_then_hold_mean_final_value,preferred_minus_hold_mean,preferred_minus_sell_immediately_mean,preferred_minus_sell_half_mean,preferred_win_rate_vs_hold,preferred_win_rate_vs_sell_immediately,preferred_win_rate_vs_sell_half,preferred_mean_tax_paid,preferred_mean_short_term_sold_fraction,preferred_no_cut_pct,preferred_median_EAAT_Sharpe,hold_to_terminal_median_EAAT_Sharpe,sell_immediately_median_EAAT_Sharpe,sell_half_then_hold_median_EAAT_Sharpe,preferred_median_TA_EAAT_Sharpe,hold_to_terminal_median_TA_EAAT_Sharpe,sell_immediately_median_TA_EAAT_Sharpe,sell_half_then_hold_median_TA_EAAT_Sharpe,preferred_minus_hold_mean_EAAT_Sharpe,preferred_minus_hold_median_EAAT_Sharpe,preferred_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_hold_mean_TA_EAAT_Sharpe,preferred_minus_hold_median_TA_EAAT_Sharpe,preferred_TA_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_sell_immediately_mean_EAAT_Sharpe,preferred_minus_sell_half_mean_EAAT_Sharpe,preferred_minus_sell_immediately_mean_TA_EAAT_Sharpe,preferred_minus_sell_half_mean_TA_EAAT_Sharpe
validation,days_to_first_sale_bucket,1_to_30_days,133,0.3758997331107825,0.4604328423035561,0.36402282882795517,0.41222783556575565,-0.08453310919277356,0.01187690428282739,-0.03632810245497309,0.38345864661654133,0.5112781954887218,0.39849624060150374,0.08601049842729441,0.9304511278195489,0.0,1.137329000797248,0.9560162856560208,1.221228846053997,1.1084253542982747,1.5474131813777194,0.9560162856560208,1.9792526009977736,1.6037796102615651,0.06398867438960414,0.04897050467280417,0.5338345864661654,141968520.80727744,0.4059655333413771,0.6842105263157895,-0.08783685387740395,-0.0524565326726708,-156073385693.21997,-111135278515.04242
validation,days_to_first_sale_bucket,immediate,26,0.3653710803521272,0.464513863713767,0.3667280922202467,0.41562097796700687,-0.09914278336163986,-0.0013570118681196103,-0.05024989761487972,0.4230769230769231,0.4230769230769231,0.38461538461538464,0.08624616849205448,0.9615384615384616,0.0,1.1098732143259915,0.9592063562041127,1.3053143183331142,1.013292746748561,2.3893776455263662,0.9592063562041127,2.639001956443333,1.828684615054248,0.24612701786595548,0.23819705239642208,0.6153846153846154,5.610338016495072,1.0330146939105724,0.7692307692307693,-0.07303932180589076,0.0645125711563383,-2.093905736457689,1.2997044744511186
validation,calendar_year,2022,606,0.34651589111141956,0.4084256371171858,0.3290324842144431,0.36872906066581446,-0.0619097460057663,0.017483406896976455,-0.022213169554394917,0.19801980198019803,0.5396039603960396,0.45874587458745875,0.06422507417098815,0.6113861386138614,0.3564356435643564,0.9689440285973692,0.9549979293618029,1.334372214532437,1.1501971817759613,1.1378684217895443,0.9549979293618029,2.615324776325912,1.9772360068385186,-0.029343846730227795,0.0,0.26732673267326734,31158107.912115272,0.0,0.3432343234323432,-0.39057095294806937,-0.2372415008042663,-971453189065849.2,-809201252110595.2
validation,calendar_year,2023,597,0.4505735829284987,0.4926705838597169,0.38760211971638053,0.4401363517880488,-0.042097000931218195,0.06297146321211822,0.010437231140450014,0.1306532663316583,0.576214405360134,0.5041876046901173,0.07273485993042608,0.4501675041876047,0.525963149078727,1.098160226234577,1.1622060209040643,1.29350513727828,1.2449339839844915,1.2404442031768574,1.1622060209040643,2.0675426243725945,1.7121268501447655,-0.03463673342196411,0.0,0.18257956448911222,0.24972582534327384,0.0,0.2629815745393635,-0.1451221025653107,-0.13562812858200454,-2304.5324814921555,-1692.3805540686974
validation,calendar_year,2021,314,0.7548704957626785,0.7546099533797977,0.6726944185692847,0.7136521859745413,0.00026054238288082085,0.08217607719339383,0.041218309788137335,0.044585987261146494,0.7866242038216561,0.7738853503184714,0.08960863568011092,0.11624203821656051,0.8694267515923567,1.6228538137634871,1.6345222294352446,1.6170578218011107,1.6254497908798964,1.6228538137634871,1.6345222294352446,1.8381302491475664,1.727018502186553,0.005857671874611315,0.0,0.054140127388535034,0.0210578514570496,0.0,0.06050955414012739,0.06658005065288258,0.028377463161662477,-0.7747824327794341,-0.3406812108982119
test,final_episode_return_bucket,high,506,0.8304483256677547,0.8803938931199566,0.6085068263140201,0.7444503597169884,-0.049945567452201814,0.22194149935373467,0.08599796595076643,0.07509881422924901,0.8557312252964426,0.7628458498023716,0.12155388713088582,0.30237154150197626,0.6541501976284585,2.2612045118287645,2.298349341899602,1.8485242637187644,2.166998183380616,2.397945510462816,2.298349341899602,2.570562971122741,2.506843388532614,-0.027485859557559923,0.0,0.1225296442687747,0.17052101019559013,0.0,0.17193675889328064,0.4900082236735505,0.10504966503390763,-325369473342.7769,-112870777490.18777
test,final_episode_return_bucket,mid,506,0.36219811126461743,0.3995889871984738,0.3051401951061742,0.352364591152324,-0.03739087593385641,0.05705791615844326,0.00983352011229342,0.10276679841897234,0.8438735177865613,0.6739130434782609,0.059250159969443085,0.41007905138339923,0.5533596837944664,1.4737013303177455,1.475452875848128,1.389959134656987,1.4796172673774692,1.5332854108207612,1.475452875848128,1.6825116192497467,1.664990084145712,-0.012122418209683667,0.0,0.16798418972332016,0.22608094046761731,0.0,0.23715415019762845,0.07564634812899564,-0.02903552537093821,-3.1979610607572275,-1.5997497051165823
test,final_episode_return_bucket,low,507,0.18824305773009656,0.2335886644778403,0.26950941568227815,0.2515490400800592,-0.04534560674774369,-0.08126635795218158,-0.06330598234996264,0.1834319526627219,0.1913214990138067,0.1893491124260355,0.035680482570213945,0.5813609467455622,0.39447731755424065,0.793801410125162,0.7955864774802832,1.3822776630164335,1.0790761157816051,0.8544147211823334,0.7955864774802832,2.1742799741065224,1.5288609838350136,-0.034586892405602455,0.0,0.26627218934911245,0.18579684363678056,0.0,0.3431952662721893,-0.7017440114832355,-0.3506269935037232,-4174.872200805685,-3426.5389898639087
test,maximum_gain_bucket,high,506,0.6594401985408512,0.7726237313492934,0.42882421366774987,0.6007239725085215,-0.11318353280844215,0.23061598487310134,0.05871622603232961,0.09683794466403162,0.8656126482213439,0.6482213438735178,0.10875500383704559,0.558300395256917,0.40711462450592883,1.9121699761189848,2.1332708922193317,1.646607320729458,2.0283768972441862,2.300424259160569,2.1332708922193317,3.369122620137658,2.894661832315942,-0.13632896275127174,0.0,0.16600790513833993,0.28567088512123984,0.0,0.30039525691699603,0.3820614056275433,-0.04627616383759911,-325369473367.5926,-112870777505.8297
test,maximum_gain_bucket,low,507,0.3439864871916328,0.3426340248497865,0.3940792975494492,0.36835666119961785,0.0013524623418462365,-0.050092810357816375,-0.02437017400798507,0.14003944773175542,0.3609467455621302,0.39250493096646943,0.047562057660281244,0.29043392504930965,0.6765285996055227,1.090980509100855,1.0337541682643414,1.3813612431000548,1.1836049969621532,1.1337978302912664,1.0337541682643414,1.6714225906496116,1.398537904148011,0.044836638816959824,0.0,0.17751479289940827,0.11357543377727246,0.0,0.1834319526627219,-0.3900386543881488,-0.1512739342293429,-4151.493937737741,-3411.6373791916467
